Date,Open,High,Low,Close,Adj Close,Volume
2013-04-15,69.680000,69.790001,68.480003,68.559998,62.611977,48795800
2013-04-16,68.949997,69.550003,68.809998,69.470001,63.443024,27682600
2013-04-17,68.870003,68.889999,67.709999,68.110001,62.201019,60204800
2013-04-18,68.290001,68.330002,66.879997,67.169998,61.342587,56798200
2013-04-19,67.300003,68.230003,67.199997,68.089996,62.182766,43062800
2013-04-22,68.330002,69.040001,68.080002,68.790001,62.822021,34412100
2013-04-23,69.180000,69.699997,68.820000,69.449997,63.424763,53078300
2013-04-24,69.279999,69.669998,69.120003,69.419998,63.397358,44500700
2013-04-25,69.599998,70.050003,69.589996,69.790001,63.735294,26437100
2013-04-26,69.620003,69.769997,69.269997,69.570000,63.534378,24079800
2013-04-29,69.790001,70.480003,69.760002,70.209999,64.118858,31664000
2013-04-30,70.300003,70.730003,70.040001,70.720001,64.584602,30135800
2013-05-01,70.739998,70.849998,70.250000,70.389999,64.283203,28537200
2013-05-02,70.510002,71.430000,70.449997,71.279999,65.096008,31744200
2013-05-03,71.970001,72.339996,71.910004,72.120003,65.863129,34061700
2013-05-06,72.250000,72.510002,72.190002,72.400002,66.118843,19244300
2013-05-07,72.519997,72.570000,72.089996,72.360001,66.082291,25838100
2013-05-08,72.320000,72.769997,72.199997,72.709999,66.401947,24252100
2013-05-09,72.570000,73.099998,72.470001,72.610001,66.310616,29337200
2013-05-10,72.760002,73.080002,72.629997,73.050003,66.712433,20663700
2013-05-13,72.930000,73.320000,72.860001,73.139999,66.794647,29730100
2013-05-14,73.160004,73.739998,73.129997,73.519997,67.141693,36009800
2013-05-15,73.379997,73.739998,73.199997,73.669998,67.278679,27214400
2013-05-16,73.730003,74.099998,73.550003,73.589996,67.205589,27253400
2013-05-17,73.970001,74.330002,73.730003,74.300003,67.853989,31114500
2013-05-20,74.160004,74.430000,73.889999,74.190002,67.753532,25132400
2013-05-21,74.150002,74.540001,73.889999,74.269997,67.826614,25900000
2013-05-22,74.360001,74.949997,73.239998,73.620003,67.233009,59843200
2013-05-23,72.970001,73.699997,72.830002,73.449997,67.077736,48222100
2013-05-24,72.959999,73.430000,72.760002,73.410004,67.041222,26430300
2013-05-28,74.269997,74.540001,73.660004,73.889999,67.479584,27057100
2013-05-29,73.599998,73.800003,73.120003,73.540001,67.159943,32090300
2013-05-30,73.570000,74.279999,73.550003,73.930000,67.516075,32390500
2013-05-31,73.650002,74.209999,73.169998,73.250000,66.895088,38347600
2013-06-03,73.260002,73.400002,72.430000,73.379997,67.013802,47613100
2013-06-04,73.529999,73.820000,72.699997,73.000000,66.666779,35251900
2013-06-05,72.760002,73.040001,71.989998,72.050003,65.799194,48654200
2013-06-06,72.150002,72.410004,71.470001,72.400002,66.118843,62524100
2013-06-07,72.699997,73.470001,72.519997,73.389999,67.022949,31969800
2013-06-10,73.529999,73.760002,73.260002,73.419998,67.050354,25390000
2013-06-11,72.690002,73.339996,72.440002,72.690002,66.383667,40278900
